Helyiség;Kategória;Szint;Termék;Bolt;Hol kapható;Anyag / szín;Méret;Ár (Ft);Ármegjegyzés;Javasolt db;Összesen (Ft);Link;Miért illik;Mire figyelj;Ellenőrzés módja;Ellenőrizve;Link állapot;Pénznem;Eredeti ár;Eredeti részösszeg;Készlet / feltétel;Forintos költségútban;Ajánlás feltétele;Beköltözési prioritás;Prioritás indoka;Prioritás feltétele;Költségkizárás indoka
04-nappali;Mosható/letörölhető szőnyeg;ajánlott;MORUM szőnyeg, síkszövött, bel/kültéri, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% polipropilén, szintetikus gumi hátoldal, bézs;200x300 cm;29990;;1;29990;https://www.ikea.com/hu/hu/p/morum-szonyeg-sikszoevoett-bel-kuelteri-bezs-80198295/;Kézzel mosható max. 40°C-on, bel-kültéri igénybevételre tervezve – ott, ahol a baba játszik vagy esznek, ez a gyakorlati, letörölhető alternatíva a juta mellett/helyett.;"Nem természetes rost (műszál) – inkább praktikus, mint esztétikai választás; a juta mellé kiegészítőként, nem helyette javasolt.";termékoldal;2026-09-20;200;HUF;29990;29990;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;Pléd;ajánlott;GUNNEMOR Takaró, törtfehér-szürke-bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% újrahasznosított poliészter, törtfehér/szürke-bézs;130x170 cm;2990;;1;2990;https://www.ikea.com/hu/hu/p/gunnemor-takaro-toertfeher-szuerke-bezs-10515466/;Off-white/bézs melírozott pléd a kanapéra – meleg, semleges réteg, ami a nagy hidegburkolt felület keménységét textillel ellensúlyozza, ahogy az irányelv kéri.;"Szintetikus pléd, nem pamutkeverék. A természetes textilszálra vonatkozó preferenciát nem teljesíti; anyagadat az IKEA hivatalos termékoldalán pontosítva.";listaoldal;2026-09-20;200;HUF;2990;2990;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;Szőnyeg (juta);ajánlott;LOHALS szőnyeg, síkszövött, natúr;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% juta, natúr;200x300 cm;49990;;1;49990;https://www.ikea.com/hu/hu/p/lohals-szonyeg-sikszoevoett-natur-00277395/;Valódi 100% juta, a kért minimum méretben – ez adja a nappali padlójának alaptextúráját a Norwich Arena hidegburkolat felett, ahogy az irányelv 'alapréteg natúr rost' pontja kéri.;A juta nem mosható és csúszik a lapburkolaton – csúszásgátló alátét kötelező (lásd külön tétel), és eleinte enyhén szöszölhet.;termékoldal;2026-09-20;200;HUF;49990;49990;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;Szőnyeg (juta);prémium;Kunu kézi szövésű juta szőnyeg (Hanse Home);Bonami;online (bonami.hu), házhozszállítás egész Magyarországra;kézi szövésű juta, buklé hatású szálvezetés, natúr;200x300 cm;100790;akciós, eredeti ár 111 990 Ft;1;100790;https://www.bonami.hu/p/natur-szinu-kezi-szovesu-juta-szonyeg-200x300-cm-kunu-hanse-home-1;Kézzel szőtt, vastagabb, texturáltabb juta-buklé hatású szövés – prémium lépcsőfok a natúr, egyszerű síkszövött LOHALS mellett, ugyanazt a méretet és anyagcsaládot hozza.;"A bonami.hu oldalon 'utolsó darab' jelzéssel szerepelt – készlet gyorsan elfogyhat; természetes szál, kezdetben ez is szöszölhet.";termékoldal;2026-09-20;200;HUF;100790;100790;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;TV-szekrény;ajánlott;BESTÅ TV-állvány ajtókkal, fehér Björköviken / tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs);fehér korpusz, tölgyfurnér ajtók, állítható lábak;180x42x38 cm;85800;akciós, eredeti ár 102 590 Ft;1;85800;https://www.ikea.com/hu/hu/p/besta-tv-allvany-ajtokkal-feher-bjoerkoeviken-toelgy-furner-s59622912/;180 cm széles, mindössze 38 cm magas, zárt ajtós, lábakon álló – pontosan az 'alacsony, zárt front, látszó láb' elvárás, a legjobb ár-érték arányban.;;termékoldal;2026-09-20;200;HUF;85800;85800;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;TV-szekrény;olcsóbb;BESTÅ TV-állvány ajtókkal, fehér Hedeviken / Stubbarp / tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs);fehér korpusz, tölgyfurnér ajtók, fehér Stubbarp lábak;120x42x48 cm;65700;akciós, eredeti ár 76 890 Ft;1;65700;https://www.ikea.com/hu/hu/p/besta-tv-allvany-ajtokkal-feher-hedeviken-stubbarp-toelgy-furner-s69419439/;Zárt ajtók, valódi tölgyfurnér front, alacsony lábakon áll – kisebb tévéhez, szűkebb falszakaszra is jó, megfelel a 'zárt front, látszó láb' elvárásnak.;120 cm szélessége szűkebb, nagyobb tévéhez a szélesebb BESTÅ-változat kellhet.;termékoldal;2026-09-20;200;HUF;65700;65700;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;TV-szekrény;prémium;TONSTAD TV-állvány, tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs);egységesen valódi tölgyfurnér, tolóajtós zárt front;178x37x55 cm;99990;;1;99990;https://www.ikea.com/hu/hu/p/tonstad-tv-allvany-toelgy-furner-00489302/;Nemcsak a front, a teljes test tölgyfurnér, letisztult tolóajtós megoldás – designosabb, prémium megjelenés a nagy nyitott térben.;55 cm magassága valamivel magasabb, mint a másik két opció.;termékoldal;2026-09-20;200;HUF;99990;99990;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;Tárolókosár;ajánlott;KÄLKEN Kosár, juta;IKEA;online (ikea.com/hu) + áruház (Budaörs);juta, natúr;46x30 cm;7990;;2;15980;https://www.ikea.com/hu/hu/p/kaelken-kosar-juta-60624038/;Juta kosár játékok és plédek tárolására – zárt jellegű, szemmagasság alatti tárolás, amit egy mozdulattal el lehet pakolni, ahogy a kisbabás szűrő kéri.;;listaoldal;2026-09-20;200;HUF;7990;15980;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
04-nappali;Tárolókosár;ajánlott;LUSTIGKURRE Kosár, natúr, vízi jácint / tengerifű;IKEA;online (ikea.com/hu) + áruház (Budaörs);vízi jácint és tengerifű, natúr;32x33x32 cm;5990;;1;5990;https://www.ikea.com/hu/hu/p/lustigkurre-kosar-natur-vizi-jacint-tengerifu-30457328/;Vízi jácint és tengerifű kombináció – a juta kosár mellé változatos fonott textúrát ad, ahogy az irányelv 'legalább három természetes textúra egy helyiségben' szabálya kéri.;;listaoldal;2026-09-20;200;HUF;5990;5990;;igen;;Prio 2;"Az alap ülőhely mellett ez kényelmi, tárolási vagy dekorációs bővítés; meglévő egyszerű megoldás átmenetileg elég.";;
05-halo;Díszpárnahuzat;ajánlott;VALLKRASSING Díszpárnahuzat, szürke-zöld;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% pamut, tompított szürkés-zsályazöld, rojtos szegéllyel;50x50 cm;1990;/db;2;3980;https://www.ikea.com/hu/hu/p/vallkrassing-diszparnahuzat-szuerke-zoeld-50570955/;Tompított, szürkés zsálya-zöld tónus, pamut – pontosan az elsődleges akcentusszín, kis mennyiségben (2 párna) a hálóban.;Gépben mosható 40°C-on, de nem fehéríthető és nem vasalható.;termékoldal;2026-09-20;200;HUF;1990;3980;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Fali tükör;ajánlott;GRINSBOL Tükör, rattan;IKEA;online (ikea.com/hu) + áruház (Budaörs);rattan keret, natúr;Ø 55 cm, kerek;10990;;1;10990;https://www.ikea.com/hu/hu/p/grinsbol-tuekoer-rattan-30518464/;Kerek forma + rattan keret – az irányelv 'kerek tükör, rattan vagy világos fa keret' pontja, egyben fényvisszaverő eszköz az ablakkal szemben.;;listaoldal;2026-09-20;200;HUF;10990;10990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Fiókos szekrény (komód);ajánlott;ANKARUDDEN 4-fiókos szekrény, tölgyfa hatású;IKEA;online (ikea.com/hu) + áruház (Budaörs);tölgyfa hatású, forgácslap/fólia;80x48x107 cm, 4 fiókkal;64990;;1;64990;https://www.ikea.com/hu/hu/p/ankarudden-4-fiokos-szekreny-toelgyfa-hatasu-80627149/;Zárt tárolás, tölgy tónus – a 'nyitott/zárt 30/70' elv szerint ez a szoba fő zárt tárolója, falhoz rögzíthető a babás biztonság miatt.;"Fólia bevonatú, nem valódi tölgy furnér; falhoz rögzítő szett használata kötelező jellegű kisgyerekes háztartásban.";listaoldal;2026-09-20;200;HUF;64990;64990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Franciaágy;ajánlott;Ágykeret OLSKER 160x200 natúr tölgy;JYSK;"online (jysk.hu), házhozszállítással; áruház (Budaörs, Pilisvörösvár)";tömör tölgy + tömör fenyő, olajozott, natúr tölgy;164x216x80 cm (160x200-as matrachoz), 21 cm szabad hely a bútor alatt;100000;akciós, eredeti ár 129 990 Ft;1;100000;https://jysk.hu/haloszoba/agyak/agyalapok-agyracsok-agykeretek/agykeretek/agykeret-olsker-160x200-natur-tolgy;Valódi tömör tölgy, olajozott felület, alacsony, letisztult fejvég és jól látható lábak – pontosan az irányelv 'alacsony és letisztult, látszó lábak' elve. Ez a legjobb ár-érték arány a rögzített tölgy tónushoz.;A fejvég sima tölgy, nem rattan és nem kárpitozott – ha a rattan fejvég fontosabb, lásd az 'olcsóbb' opciót.;termékoldal;2026-09-20;200;HUF;100000;100000;;igen;;Prio 1;A mindennapi fekhely a beköltözési minimum része.;;
05-halo;Franciaágy;olcsóbb;VEVELSTAD Ágykeret 2 fejvéggel, fehér/Tolkning rattan;IKEA;online (ikea.com/hu) + áruház (Budaörs);fehér porszórt fém váz, kézzel font rattan fejvég (Tolkning);140x200 cm, teljes szélesség fejvéggel 146 cm, hossz 207 cm;85970;;1;85970;https://www.ikea.com/hu/hu/p/vevelstad-agykeret-2-fejveggel-feher-tolkning-rattan-s19441739/;Valódi kézzel font rattan fejvég – ez a legpontosabb találat az irányelv 'fonott rattan fejvég' kérésére, jól látható fém lábakkal.;"A váz fehér fém, nem tölgy; a méret 140x200, nem 160/180 – két felnőttnek szűkebb lehet. Falhoz rögzítés ajánlott stabilitás miatt (kisgyerekes háztartás).";termékoldal;2026-09-20;200;HUF;85970;85970;;igen;;Prio 1;A mindennapi fekhely a beköltözési minimum része.;;
05-halo;Franciaágy;prémium;Tölgyfa franciaágy rattan ágytámlával 160x200 cm – Pola (The Beds);Bonami;online (bonami.hu), házhozszállítással Magyarországra;tömör tölgyfa váz, rattanszövésű fejtámla, olajozott felület;160x200 cm (140x200 és 180x200 is elérhető);574990;"ágyrács nélkül; szállítás 8 990 Ft-tól, 2026.11.16-tól";1;574990;https://www.bonami.hu/p/tolgyfa-franciaagy-rattan-agytamlaval-160x200-cm-pola-the-beds;Az egyetlen fellelt hazai ajánlat, ami egyszerre tömör tölgy vázat ÉS valódi rattan fejtámlát ad 160x200-ban – tökéletesen lefedi mindkét rögzített elvárást.;Jelentősen drágább, mint a közepes szegmens (közel 6x az 'ajánlott' árnak) – ez már a luxus kategória felé megy, csak akkor válaszd, ha a pontos anyagpárosítás mindenáron fontos.;termékoldal;2026-09-20;200;HUF;574990;574990;;igen;;Prio 1;A mindennapi fekhely a beköltözési minimum része.;;
05-halo;Függöny;ajánlott;GINSTMOTT Függönypár, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% poliészter (min. 90% újrahasznosított), len-hatású szövés, bézs;145x300 cm/pár, ablakonként;9990;/pár;1;9990;https://www.ikea.com/hu/hu/p/ginstmott-fueggoenypar-bezs-fueggoenyrancolo-szalaggal-40597173/;Fényszűrő, len-hatású bézs függöny – megengedett 'linen-look' megoldás, ami a krém bézs nyílászáróhoz hangolható.;Nem valódi len, hanem újrahasznosított poliészter len-hatással. A karnisnál számoljunk az ablakszélesség kb. kétszeresével a sűrű redőzéshez.;termékoldal;2026-09-20;200;HUF;9990;9990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Pad az ágy végéhez;ajánlott;TOLKNING Pad tárolóval, kézzel készült, rattan;IKEA;online (ikea.com/hu) + áruház (Budaörs);kézzel font rattan, tömör fenyő váz, bambusz üléslap;120x37x46 cm, teherbírás 130 kg, rejtett tárolóval;64990;;1;64990;https://www.ikea.com/hu/hu/p/tolkning-pad-taroloval-kezzel-keszuelt-rattan-80512657/;Fonott rattan + rejtett zárt tárolás – pontosan az irányelv 'pad az ágy végénél, fa+fonott ülés' kérése, és a rejtett tároló kisgyerekes praktikum.;Kézműves darab, egyedi mintázatú fonás – árnyalatban eltérhet a katalógusképtől. Alternatívaként fotel is választható (pl. IKEA BUSKBO rattan fotel, kb. 70 000 Ft).;termékoldal;2026-09-20;200;HUF;64990;64990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Szőnyeg;ajánlott;TIDTABELL Szőnyeg, síkszövött, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% gyapjú (használati felület), pamut láncfonal, bézs;133x195 cm;49990;;1;49990;https://www.ikea.com/hu/hu/p/tidtabell-szonyeg-sikszoevoett-bezs-10561849/;Valódi gyapjú, sima, mintátlan, bézs – meleg, puha réteg a fa parkettán, illik a 'puhább, melegebb' hálószoba elvhez.;"Nem mosható (csak porszívózható, vegytisztítható); a kért 160x230-nál kisebb, több szőnyeggel vagy nagyobb helyszíni válogatással érdemes pótolni.";termékoldal;2026-09-20;200;HUF;49990;49990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Sötétítő roló (fényzáró réteg);ajánlott;FÖNSTERBLAD Sötétítő roló, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% poliészter (újrahasznosított) előlap, bézs;80x155 cm (60/100/120/140x155 cm is kapható);6990;méret szerint változik;1;6990;https://www.ikea.com/hu/hu/p/foensterblad-soetetito-rolo-bezs-50538456/;Valódi fényzáró (nem csak fényszűrő) roló a len-hatású függöny mögé – ez adja a hálószobában elvárt alvási sötétítést, zsinór nélküli, gyerekbiztos kivitelben.;"A méretet a tényleges ablakszélességhez kell választani (több méret közül); önmagában nem esztétikai, hanem funkcionális elem, a látható függöny mögé kerül.";termékoldal;2026-09-20;200;HUF;6990;6990;;igen;;Prio 1;Az első naptól használt háló sötétítése és belátásvédelme szükséges.;;
05-halo;Ágyneműhuzat garnitúra;ajánlott;ÄNGSLILJA Paplanhuzat+2 párnahuzat, natúr;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% pamut (min. 50% újrahasznosított), törtfehér/natúr;200x200 cm paplanhuzat + 2x 50x60 cm párnahuzat;8990;/garnitúra;1;8990;https://www.ikea.com/hu/hu/p/aengslilja-paplanhuzat-2-parnahuzat-natur-70591966/;Sima, mintátlan, előmosott pamut natúr színben – matt textúra, pontosan a 'mosott len vagy pamut, törtfehér' irányelvhez illik.;Pamut, nem len. A H&M 100% len alternatívája bekerült a figyelőlistába, de a 200×200 / 50×60 méret az ellenőrzéskor elfogyott.;termékoldal;2026-09-20;200;HUF;8990;8990;;igen;;Prio 1;Legalább egy használható, megfelelő méretű garnitúra szükséges.;;
05-halo;Ágyneműhuzat garnitúra;prémium;NATTJASMIN Paplanhuzat+2 párnahuzat, világosbézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);60% pamut, 40% lyocell, világosbézs, finom csíkos szatén szövés;200x200 cm paplanhuzat + 2x 50x60 cm párnahuzat;12990;akciós, eredeti ár 17 990 Ft;1;12990;https://www.ikea.com/hu/hu/p/nattjasmin-paplanhuzat-2-parnahuzat-vilagosbezs-10442601/;Puhább lyocell-pamut keverék, homok/bézs tónus – finomabb fogású felsőkategóriás választás a hálóba.;Szatén kötésű, enyhén fényes felület – az irányelv a fényes szatént nagy felületen kerülendőnek tartja, ágyneműnél ez kompromisszum.;termékoldal;2026-09-20;200;HUF;12990;12990;;igen;;Prio 1;Legalább egy használható, megfelelő méretű garnitúra szükséges.;;
05-halo;Ágyneműhuzat garnitúra;figyelőlista;Kétszemélyes len ágyneműhuzat szett, bézs;H&M Home;"online, házhozszállítás; készlet a megadott állapot szerint";"100% len, bézs; 60 °C-on mosható";200 × 200 cm + 50 × 60 cm párnahuzatok;59995;/szett;1;59995;https://www2.hm.com/hu_hu/productpage.0188589050.html;Valódi len alternatíva a projekt pamut garnitúrájához.;A 160×200 / 70×80 és 200×220 / 70×80 változat elérhetőnek látszott, de nem azonos a terv méretével. Nem automatikus mérethelyettesítés.;élő termékoldal és betöltött méretválasztó;2026-09-20;;HUF;59995;59995;"A kiválasztott 200×200 / 50×60 méret nincs készleten; összesítőből kizárva.";nem;;Prio 1;Legalább egy használható, megfelelő méretű garnitúra szükséges.;;
05-halo;Ágytakaró / pléd;ajánlott;GUNNEMOR Takaró, törtfehér/szürke-bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% poliészter (újrahasznosított), törtfehér/szürke-bézs, bojtos szegéllyel;130x170 cm;2990;;1;2990;https://www.ikea.com/hu/hu/p/gunnemor-takaro-toertfeher-szuerke-bezs-10515466/;Homok/törtfehér tónusú, könnyű takaró az ágy végére – a 'sand' színcsalád opciója.;"Szintetikus (újrahasznosított poliészter), nem természetes szál; valódi zsályazöld gyapjú/pamut plédet helyi boltban (pl. Bonami, Westwing) érdemes még keresni, ha a zöld árnyalat fontosabb, mint az anyag.";termékoldal;2026-09-20;200;HUF;2990;2990;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Éjjeliszekrény;ajánlott;TONSTAD Éjjeliszekrény, tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs);tölgy furnér, tömör tölgy lábakkal, natúr;40x40x59 cm, 1 fiókkal (halkan záródó);54990;/db;2;109980;https://www.ikea.com/hu/hu/p/tonstad-ejjeliszekreny-toelgy-furner-80489322/;Valódi tölgy furnér, kerek, karcsú lábak – 'kevesebb, de nagyobb' helyett itt a minőség számít: a fiók zárt tárolást ad a babás praktikum miatt.;;termékoldal;2026-09-20;200;HUF;54990;109980;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
05-halo;Éjjeliszekrény;olcsóbb;STORKLINTA 2-fiókos szekrény, tölgyfa hatású;IKEA;online (ikea.com/hu) + áruház (Budaörs);forgácslap, tölgyfa hatású papírfólia bevonat;40x50x53 cm, 2 fiókkal;17990;/db;2;35980;https://www.ikea.com/hu/hu/p/storklinta-2-fiokos-szekreny-toelgyfa-hatasu-2-fiokkal-20631413/;Alacsony árú, mégis tölgy-hatású, 2 fiókos zárt tárolás – jó ideiglenes vagy költségkímélő megoldás.;Fóliázott forgácslap, nem valódi fa vagy furnér – közelről és élettartamban gyengébb a TONSTAD-nál.;termékoldal;2026-09-20;200;HUF;17990;35980;;igen;;Prio 2;A fekhely, alap ágynemű és sötétítés mellett fél évig nélkülözhető vagy átmenetileg helyettesíthető.;;
06-szoba;Kiságy;ajánlott;SUNDVIK rácsos ágy;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;fehérre lakkozott tömör fa;60x120 cm (külméret 125x67x85 cm);54990;akciós, eredeti 64 990 Ft;1;54990;https://www.ikea.com/hu/hu/p/sundvik-racsos-agy-feher-00248567/;"Fehér+fa kombináció, zárt, letisztult fejvég; ugyanebből a kollekcióból vehető a hozzáillő pelenkázó is, így a szoba egy anyagcsaládból épül fel.";"A fa rácsok fényezettek (áttetsző akril lakk), nem teljesen matt felület; a huzatos elemek 100% nejlon.";termékoldal;2026-09-20;200;HUF;54990;54990;;igen;;Prio 1;A baba meglévő vagy új, megfelelő fekhelye az induló berendezés része.;;
06-szoba;Kiságy;olcsóbb;SNIGLAR ágykeret ágyráccsal;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;tömör bükkfa, natúr;70x160 cm;26990;;1;26990;https://www.ikea.com/hu/hu/p/sniglar-agykeret-agyraccsal-buekk-s19185433/;Natúr, világos bükkfa, egyszerű látszó lábas forma – illik a ház egységes világos fa tónusához, és ez a legolcsóbb valódi fa kiságy.;70x160 cm-es méret: ehhez külön, ettől eltérő méretű (nem a lenti 60x120-as) matrac kell. Alapkivitel, magasságállítás nélkül.;listaoldal;2026-09-20;200;HUF;26990;26990;;igen;;Prio 1;A baba meglévő vagy új, megfelelő fekhelye az induló berendezés része.;;
06-szoba;Kiságy;prémium;ÄLSKVÄRD rácsos ágy;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;nyír furnér + tömör nyír/bükk, fehér;60x120 cm (külméret 126x65x93 cm);99990;;1;99990;https://www.ikea.com/hu/hu/p/aelskvaerd-racsos-agy-nyir-feher-50314809/;Az IKEA legújabb babaszoba-vonala: valódi nyírfa erezet és fehér festés keveréke, ez áll legközelebb a ház rögzített 'világos fa + fehér alap' döntéséhez.;;termékoldal;2026-09-20;200;HUF;99990;99990;;igen;;Prio 1;A baba meglévő vagy új, megfelelő fekhelye az induló berendezés része.;;
06-szoba;Kiságymatrac;ajánlott;KRUMMELUR habszivacs matrac rácsos ágyhoz;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;szellőző habszivacs, pamuttartalmú huzat;60x120x8 cm;19990;;1;19990;https://www.ikea.com/hu/hu/p/krummelur-habszivacs-matrac-racsos-agyhoz-20593406/;8 cm vastag, szellőző szerkezetű matrac – jó ár-érték arány, megfelel a 'jó minőségű, légáteresztő' elvárásnak.;A SNIGLAR (70x160) kiságyhoz nem ez, hanem külön 70x160-as matrac szükséges.;listaoldal;2026-09-20;200;HUF;19990;19990;;igen;;Prio 1;A használt kiságyhoz illő matrac szükséges.;;
06-szoba;Kiságymatrac;olcsóbb;PLUTTIG habszivacs matrac rácsos ágyhoz;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;habszivacs, lélegző huzat;60x120x5 cm;6490;;1;6490;https://www.ikea.com/hu/hu/p/pluttig-habszivacs-matrac-racsos-agyhoz-50607770/;Egyszerű, könnyű, jó belépő szintű matrac a 60x120-as rácsos ágyakhoz (SUNDVIK, ÄLSKVÄRD).;Csak 5 cm vastag – kényelmesebb alváshoz a KRUMMELUR ajánlott.;listaoldal;2026-09-20;200;HUF;6490;6490;;igen;;Prio 1;A használt kiságyhoz illő matrac szükséges.;;
06-szoba;Mosható szőnyeg;ajánlott;Clouds mosható pamut gyerekszőnyeg (Lorena Canals);Bonami;online (bonami.hu), házhozszállítás egész Magyarországra;krémszín, 100% pamut, kézi szövésű;120x160 cm;62590;;1;62590;https://www.bonami.hu/p/kremszinu-moshato-kezi-szovesu-pamut-gyerek-szonyeg-120x160-cm-clouds-lorena-canals-1;Valódi gépben mosható pamutszőnyeg, krémszínben – pontosan a kisbabás szűrő ('letörölhető/mosható padlótextil') kulcskövetelményét teljesíti.;;termékoldal;2026-09-20;200;HUF;62590;62590;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Mosható szőnyeg;olcsóbb;LEN szőnyeg, rövid szálú, bézs pöttyös;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;bézs alapon fehér pöttyök, poliészter, csúszásgátló hátoldal;133x160 cm;15990;;1;15990;https://www.ikea.com/hu/hu/p/len-szonyeg-roevid-szalu-bezs-poettyoes-40625109/;Törtfehér/bézs, rövid szálú, jó ár – vizuálisan illik az off-white/natúr elváráshoz.;FONTOS: a gondozási címke szerint csak kézzel mosható max. 40°C-on, NEM gépi mosású – ha valódi gépi moshatóság a cél, a Lorena Canals opciók jobban megfelelnek.;termékoldal;2026-09-20;200;HUF;15990;15990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Mosható szőnyeg;prémium;Pine Forest mosható pamut gyerekszőnyeg (Lorena Canals);Bonami;online (bonami.hu), házhozszállítás egész Magyarországra;krémszín, 100% pamut, kézi szövésű;140x200 cm;99990;;1;99990;https://www.bonami.hu/p/kremszinu-moshato-kezi-szovesu-pamut-gyerek-szonyeg-140x200-cm-pine-forest-lorena-canals-1;Nagyobb méret, gépben mosható pamut, és a neve is ('Pine Forest') illik az erdei wooden coastal koncepcióhoz.;;termékoldal;2026-09-20;200;HUF;99990;99990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Nyitott polc;ajánlott;FLISAT nyitott tárolókombináció;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;halványfehérre pácolt fenyő;88x38x117 cm;58990;;1;58990;https://www.ikea.com/hu/hu/p/flisat-nyitott-tarolokombinacio-halvanyfeherre-pacolt-fenyo-feher-elenk-zoeld-s59624911/;"Alacsony, gyereknek elérhető magasságú, natúr világos fa polc – ez a klasszikus Montessori-stílusú nyitott tárolás; falra rögzíthető kiegészítővel érkezik.";A mellékelt TROFAST dobozok élénkzöldek, nem zsálya tónusúak – érdemes natúr kosárra vagy más színű dobozra cserélni.;termékoldal;2026-09-20;200;HUF;58990;58990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Pelenkázó / komód;ajánlott;SUNDVIK pelenkázóasztal/fiókos szekrény;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;fehér, tömör fenyő alap + forgácslap furnérral;78x79x99–108 cm;99990;;1;99990;https://www.ikea.com/hu/hu/p/sundvik-pelenkazoasztal-fiokos-szekreny-feher-30591299/;"Két zárt fiókkal – megfelel a 'zárt tárolás szemmagasság alatt' kisbabás szűrőnek; falra rögzíthető (a gyártó kötelezően előírja és mellékeli a rögzítőt).";A fiókoldalak forgácslapból, fóliázva – nem valódi fa furnér.;termékoldal;2026-09-20;200;HUF;99990;99990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
06-szoba;Pelenkázó / komód;olcsóbb;GULLIVER pelenkázóasztal;IKEA;online (ikea.com/hu) + IKEA Budaörs áruház;fehér, fenyő+forgácslap;82x54x93 cm;39990;;1;39990;https://www.ikea.com/hu/hu/p/gulliver-pelenkazoasztal-feher-20307037/;"Kompakt, fehér, könnyen illeszkedik a fehér alaphoz; a legolcsóbb pelenkázó megoldás.";Nyitott polcos kialakítás, nem zárt fiókos tárolás – a játékok/pelenkák nem tűnnek el szem elől, ahogy a kisbabás szűrő javasolná.;listaoldal;2026-09-20;200;HUF;39990;39990;;igen;;Prio 2;A baba alap ellátása és fekhelye mellett külön bútor/dekor helyett meglévő megfelelő megoldás is használható.;;
